product_id,product_name,product_brand,category,price,rating,rating_count,product_link,smart_feature,screen_size_inch
TV1000,Panasonic 47 Inch OLED TV,Panasonic,Electronics > TV & Video > Smart TVs,493.3,4.78,1182,https://www.walmart.com/ip/1000000,Yes,47
TV1001,Sharp 81 Inch Android TV,Sharp,Electronics > TV & Video > Smart TVs,507.34,4.51,5012,https://www.walmart.com/ip/1000001,Yes,81
TV1002,Sanyo 84 Inch OLED TV,Sanyo,Electronics > TV & Video > Smart TVs,2469.59,4.09,4953,https://www.walmart.com/ip/1000002,No,84
TV1003,Philips 63 Inch HD Ready TV,Philips,Electronics > TV & Video > Smart TVs,1785.01,4.77,9768,https://www.walmart.com/ip/1000003,Yes,63
TV1004,Vizio 84 Inch LED Smart TV,Vizio,Electronics > TV & Video > Smart TVs,2398.97,3.88,8257,https://www.walmart.com/ip/1000004,No,84
TV1005,Panasonic 53 Inch Roku Smart TV,Panasonic,Electronics > TV & Video > Smart TVs,335.19,4.97,9639,https://www.walmart.com/ip/1000005,Yes,53
TV1006,Vizio 64 Inch HD Ready TV,Vizio,Electronics > TV & Video > Smart TVs,2122.04,4.26,8189,https://www.walmart.com/ip/1000006,No,64
TV1007,Vizio 76 Inch Android TV,Vizio,Electronics > TV & Video > Smart TVs,309.84,4.89,5951,https://www.walmart.com/ip/1000007,No,76
TV1008,Philips 50 Inch UHD TV,Philips,Electronics > TV & Video > Smart TVs,2207.28,4.6,5563,https://www.walmart.com/ip/1000008,No,50
TV1009,Samsung 62 Inch Roku Smart TV,Samsung,Electronics > TV & Video > Smart TVs,2064.95,3.95,857,https://www.walmart.com/ip/1000009,Yes,62
TV1010,Samsung 62 Inch OLED TV,Samsung,Electronics > TV & Video > Smart TVs,706.19,4.57,851,https://www.walmart.com/ip/1000010,Yes,62
TV1011,LG 66 Inch OLED TV,LG,Electronics > TV & Video > Smart TVs,692.32,4.18,8421,https://www.walmart.com/ip/1000011,Yes,66
TV1012,Samsung 74 Inch LED Smart TV,Samsung,Electronics > TV & Video > Smart TVs,1842.62,4.96,5740,https://www.walmart.com/ip/1000012,No,74
TV1013,Hisense 58 Inch Android TV,Hisense,Electronics > TV & Video > Smart TVs,1382.8,5,2803,https://www.walmart.com/ip/1000013,Yes,58
TV1014,Vizio 82 Inch 4K Smart TV,Vizio,Electronics > TV & Video > Smart TVs,1930.77,4.78,3989,https://www.walmart.com/ip/1000014,Yes,82
TV1015,LG 65 Inch HD Ready TV,LG,Electronics > TV & Video > Smart TVs,359.88,3.96,8669,https://www.walmart.com/ip/1000015,Yes,65
TV1016,Vizio 75 Inch HD Ready TV,Vizio,Electronics > TV & Video > Smart TVs,1588.92,3.61,2884,https://www.walmart.com/ip/1000016,Yes,75
TV1017,Hisense 70 Inch UHD TV,Hisense,Electronics > TV & Video > Smart TVs,772.83,4.35,8837,https://www.walmart.com/ip/1000017,No,70
TV1018,Panasonic 59 Inch UHD TV,Panasonic,Electronics > TV & Video > Smart TVs,765.07,4.01,1024,https://www.walmart.com/ip/1000018,Yes,59
TV1019,Vizio 54 Inch LED Smart TV,Vizio,Electronics > TV & Video > Smart TVs,2238,4.59,5887,https://www.walmart.com/ip/1000019,No,54
TV1020,TCL 78 Inch LED Smart TV,TCL,Electronics > TV & Video > Smart TVs,1079.78,3.82,6266,https://www.walmart.com/ip/1000020,No,78
TV1021,Vizio 44 Inch HD Ready TV,Vizio,Electronics > TV & Video > Smart TVs,1591.84,4.83,3870,https://www.walmart.com/ip/1000021,Yes,44
TV1022,TCL 44 Inch UHD TV,TCL,Electronics > TV & Video > Smart TVs,2421.97,4.27,2077,https://www.walmart.com/ip/1000022,No,44
TV1023,TCL 33 Inch LED Smart TV,TCL,Electronics > TV & Video > Smart TVs,290.4,3.54,185,https://www.walmart.com/ip/1000023,Yes,33
TV1024,Hisense 69 Inch UHD TV,Hisense,Electronics > TV & Video > Smart TVs,2030.52,3.73,3916,https://www.walmart.com/ip/1000024,Yes,69
TV1025,Hisense 39 Inch UHD TV,Hisense,Electronics > TV & Video > Smart TVs,730.01,4.88,2076,https://www.walmart.com/ip/1000025,No,39
TV1026,Hisense 59 Inch 4K Smart TV,Hisense,Electronics > TV & Video > Smart TVs,1586.42,4.69,3162,https://www.walmart.com/ip/1000026,No,59
